@relation 'test_samemaps_tutorial1.arff-weka.filters.unsupervised.attribute.Remove-R23-26-weka.filters.unsupervised.attribute.AddExpression-E(a7+a9+a11+a13)/4-NmeanGhostx-weka.filters.unsupervised.attribute.AddExpression-E(a8+a10+a12+a14)/4-NmeanGhosty-weka.filters.unsupervised.attribute.AddExpression-E(a15+a16+a17+a18)/4-NmeanDist-weka.filters.unsupervised.attribute.Reorder-R1-22,24-26,23-weka.filters.unsupervised.attribute.Remove-R15-25'

@attribute PacX numeric
@attribute PacY numeric
@attribute LegalNorth {1,0}
@attribute LegalSouth {1,0}
@attribute LegalEast {1,0}
@attribute LegalWest {1,0}
@attribute Gosth1x numeric
@attribute Gosth1y numeric
@attribute Gosth2x numeric
@attribute Gosth2y numeric
@attribute Gosth3x numeric
@attribute Gosth3y numeric
@attribute Gosth4x numeric
@attribute Gosth4y numeric
@attribute Direction {North,South,East,West,Stop}

@data
10,8,1,1,1,1,1,1,3,1,18,8,7,1,East
11,8,1,1,1,1,1,1,3,1,17,8,7,1,East
12,8,1,1,1,1,1,1,3,1,17,7,7,1,East
13,8,1,1,1,1,1,1,3,1,17,8,7,1,East
14,8,1,1,1,1,1,1,3,1,17,8,7,1,East
15,8,1,1,1,1,1,1,3,1,17,9,7,1,East
16,8,1,1,1,1,1,1,3,1,17,10,7,1,North
17,8,1,1,1,1,1,1,3,1,17,10,7,1,North
12,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,East
6,11,1,1,1,1,5,6,3,1,13,6,7,1,East
7,11,1,1,1,1,5,6,3,1,13,6,7,1,South
8,11,1,1,1,1,5,6,3,1,13,6,7,1,West
8,10,1,1,1,1,5,6,3,1,13,6,7,1,West
7,10,1,1,1,1,5,6,3,1,13,6,7,1,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,East
6,11,1,1,1,1,5,6,3,1,13,6,7,1,South
7,11,1,1,1,1,5,6,3,1,13,6,7,1,West
7,10,1,1,1,1,5,6,3,1,13,6,7,1,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,East
12,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,10,1,1,1,1,5,6,5,12,13,6,13,12,North
13,11,1,1,1,1,5,6,5,12,13,6,13,12,West
13,12,1,1,1,1,5,6,5,12,13,6,7,1,West
12,12,1,1,1,1,5,6,5,12,13,6,7,1,West
11,12,1,1,1,1,5,6,5,12,13,6,7,1,West
10,12,1,1,1,1,5,6,5,12,13,6,7,1,West
9,12,1,1,1,1,5,6,5,12,13,6,7,1,West
8,12,1,1,1,1,5,6,5,12,13,6,7,1,West
7,12,1,1,1,1,5,6,5,12,13,6,7,1,West
6,12,1,1,1,1,5,6,5,12,13,6,7,1,South
5,12,1,1,1,1,5,6,3,1,13,6,7,1,East
5,11,1,0,1,1,5,6,3,1,13,6,7,1,East
6,11,1,1,1,1,5,6,3,1,13,6,7,1,East
7,11,1,1,1,1,5,6,3,1,13,6,7,1,South
8,11,1,1,1,1,5,6,3,1,13,6,7,1,West
8,10,1,1,1,1,5,6,3,1,13,6,7,1,West
7,10,1,1,1,1,5,6,3,1,13,6,7,1,South
6,10,1,1,1,0,5,6,3,1,13,6,7,1,West
6,9,1,1,1,1,5,6,3,1,13,6,7,1,South
5,9,0,1,1,1,5,6,3,1,13,6,7,1,South
5,8,1,1,1,1,5,6,3,1,13,6,7,1,South
5,7,1,1,1,1,5,6,3,1,13,6,7,1,East
5,6,1,1,1,1,1,1,3,1,13,6,7,1,East
6,6,1,1,1,1,1,1,3,1,13,6,7,1,East
7,6,1,1,1,1,1,1,3,1,13,6,7,1,East
8,6,1,1,1,1,1,1,3,1,13,6,7,1,East
9,6,1,1,1,1,1,1,3,1,13,6,7,1,East
10,6,1,1,1,1,1,1,3,1,13,6,7,1,East
11,6,1,1,1,1,1,1,3,1,13,6,7,1,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,East
13,3,0,0,1,1,10,15,14,15,13,15,17,15,East
14,3,0,0,1,1,10,15,14,15,14,15,17,15,North
15,3,1,0,1,1,11,15,15,15,13,15,17,15,North
15,4,1,1,0,0,10,15,16,15,12,15,17,15,East
15,5,0,1,1,0,10,15,17,15,11,15,17,15,East
16,5,0,0,1,1,11,15,16,15,12,15,16,15,East
17,5,0,0,1,1,12,15,17,15,11,15,17,15,North
18,5,1,0,0,1,12,15,16,15,10,15,16,15,North
18,6,1,1,0,0,13,15,16,15,10,15,16,15,North
18,7,1,1,0,0,13,15,15,15,10,15,17,15,West
18,8,0,1,1,1,14,15,16,15,10,15,17,15,West
17,8,0,0,1,1,15,15,16,15,11,15,17,15,West
16,8,0,0,1,1,14,15,16,15,12,15,16,15,North
15,8,1,0,1,1,13,15,17,15,12,15,15,15,North
15,9,1,1,0,0,12,15,16,15,11,15,14,15,North
15,10,1,1,0,0,11,15,17,15,11,15,14,16,East
15,11,0,1,1,0,11,15,17,15,12,15,14,15,East
16,11,0,0,1,1,11,15,16,15,13,15,15,15,East
17,11,0,0,1,1,12,15,16,15,12,15,14,15,East
18,11,0,0,1,1,12,15,17,15,12,15,15,15,North
19,11,1,0,1,1,11,15,17,15,13,15,16,15,North
19,12,1,1,0,0,11,15,17,15,14,15,17,15,West
19,13,1,1,0,1,10,15,16,15,13,15,17,15,West
18,13,0,0,1,1,10,15,15,15,13,15,17,15,West
17,13,0,0,1,1,10,15,16,15,14,15,17,15,East
16,13,0,0,1,1,10,15,17,15,13,15,17,15,East
17,13,0,0,1,1,11,15,17,15,14,15,16,15,East
18,13,0,0,1,1,10,15,17,15,14,15,15,15,North
19,13,1,1,0,1,11,15,16,15,14,16,16,15,North
19,14,1,1,0,0,12,15,17,15,14,17,17,15,South
19,15,1,1,1,0,11,15,17,15,14,16,17,15,South
19,14,1,1,0,0,11,15,16,15,13,16,16,15,West
19,13,1,1,0,1,11,15,17,15,13,17,15,15,West
18,13,0,0,1,1,11,15,17,15,13,16,15,15,West
17,13,0,0,1,1,11,15,16,15,13,17,14,15,West
16,13,0,0,1,1,11,15,15,15,13,16,15,15,West
15,13,0,0,1,1,11,15,14,15,13,15,14,15,West
14,13,0,0,1,1,10,15,13,15,12,15,14,15,West
13,13,0,0,1,1,10,15,12,15,12,15,15,15,East
12,13,0,0,1,1,11,15,13,15,11,15,15,15,West
13,13,0,0,1,1,10,15,12,15,10,15,15,15,West
12,13,0,0,1,1,11,15,12,15,11,15,15,15,West
11,13,0,0,1,1,10,15,13,15,12,15,15,15,West
10,13,0,0,1,1,10,15,12,15,11,15,16,15,West
9,13,0,0,1,1,10,15,12,15,12,15,15,15,North
8,13,1,1,1,0,11,15,13,15,11,15,15,15,North
8,14,1,1,0,0,11,15,12,15,10,15,14,15,South
8,15,1,1,0,1,12,15,12,15,11,15,14,16,South
8,14,1,1,0,0,12,15,13,15,10,15,14,15,East
8,13,1,1,1,0,11,15,12,15,11,15,14,16,East
9,13,0,0,1,1,10,15,12,15,11,15,14,17,East
10,13,0,0,1,1,11,15,13,15,10,15,14,17,East
11,13,0,0,1,1,12,15,14,15,10,15,13,17,East
12,13,0,0,1,1,11,15,15,15,10,15,12,17,East
13,13,0,0,1,1,11,15,16,15,10,15,12,17,East
14,13,0,0,1,1,11,15,16,15,10,15,11,17,East
15,13,0,0,1,1,11,15,17,15,11,15,12,17,East
16,13,0,0,1,1,12,15,16,15,12,15,13,17,East
17,13,0,0,1,1,13,15,16,15,13,15,13,16,East
18,13,0,0,1,1,12,15,16,15,13,16,13,15,North
19,13,1,1,0,1,11,15,16,15,13,17,13,16,North
19,14,1,1,0,0,11,15,17,15,13,16,13,15,South
19,15,1,1,1,0,10,15,17,15,13,15,14,15,South
19,14,1,1,0,0,11,15,17,15,13,16,15,15,West
19,13,1,1,0,1,12,15,17,15,14,16,14,15,West
18,13,0,0,1,1,13,15,16,15,14,16,14,15,West
17,13,0,0,1,1,13,16,15,15,13,16,13,15,West
16,13,0,0,1,1,13,17,14,15,14,16,14,15,West
15,13,0,0,1,1,13,17,14,15,14,17,14,15,East
14,13,0,0,1,1,12,17,14,15,13,17,15,15,East
15,13,0,0,1,1,13,17,14,16,13,17,15,15,East
16,13,0,0,1,1,14,17,13,16,12,17,16,15,East
17,13,0,0,1,1,13,17,13,16,11,17,15,15,East
18,13,0,0,1,1,13,16,14,16,10,17,16,15,North
19,13,1,1,0,1,13,16,14,17,11,17,15,15,North
19,14,1,1,0,0,14,16,13,17,10,17,14,15,North
19,15,1,1,1,0,14,15,14,17,9,17,14,16,North
19,16,1,1,0,0,15,15,14,16,8,17,14,17,West
19,17,0,1,0,1,14,15,14,17,8,16,14,17,West
18,17,0,0,1,1,14,15,15,17,8,17,13,17,West
17,17,0,0,1,1,14,15,16,17,9,17,12,17,West
16,17,0,0,1,1,15,15,3,1,10,17,12,17,West
15,17,1,0,1,1,15,15,3,1,10,17,11,17,West
14,17,0,1,1,1,15,15,3,1,10,17,10,17,West
13,17,0,1,1,1,14,15,3,1,11,17,11,17,West
12,17,1,0,1,1,15,15,3,1,10,17,10,17,East
11,17,0,0,1,1,16,15,3,1,5,1,9,17,East
12,17,1,0,1,1,16,15,3,1,5,1,8,17,East
13,17,0,1,1,1,15,15,3,1,5,1,8,17,South
14,17,0,1,1,1,14,15,3,1,5,1,9,17,South
14,16,1,1,0,1,14,15,3,1,5,1,9,17,West
14,15,1,0,1,1,1,1,3,1,5,1,9,17,West
13,15,1,0,1,1,1,1,3,1,5,1,9,17,West
12,15,0,0,1,1,1,1,3,1,5,1,10,17,East
11,15,0,0,1,1,1,1,3,1,5,1,11,17,East
12,15,0,0,1,1,1,1,3,1,5,1,11,17,North
13,15,1,0,1,1,1,1,3,1,5,1,12,17,North
13,16,1,1,1,0,1,1,3,1,5,1,13,17,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,East
13,3,0,0,1,1,10,15,13,15,14,15,17,15,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,North
15,3,1,0,1,1,10,15,13,15,14,15,17,15,North
15,4,1,1,0,0,10,15,13,15,14,15,17,15,East
15,5,0,1,1,0,10,15,13,15,14,15,17,15,East
16,5,0,0,1,1,10,15,13,15,14,15,17,15,East
17,5,0,0,1,1,10,15,13,15,14,15,17,15,North
18,5,1,0,0,1,10,15,13,15,14,15,17,15,North
18,6,1,1,0,0,10,15,13,15,14,15,17,15,North
18,7,1,1,0,0,10,15,13,15,14,15,17,15,West
18,8,0,1,1,1,10,15,13,15,14,15,17,15,West
17,8,0,0,1,1,10,15,13,15,14,15,17,15,West
16,8,0,0,1,1,10,15,13,15,14,15,17,15,West
15,8,1,0,1,1,10,15,13,15,14,15,17,15,West
14,8,0,0,1,1,10,15,13,15,14,15,17,15,West
13,8,0,0,1,1,10,15,13,15,14,15,17,15,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,East
13,13,0,0,1,1,10,15,13,15,14,15,17,15,East
14,13,0,0,1,1,10,15,13,15,14,15,17,15,East
15,13,0,0,1,1,10,15,13,15,14,15,17,15,East
16,13,0,0,1,1,10,15,13,15,14,15,17,15,East
17,13,0,0,1,1,10,15,13,15,14,15,17,15,East
18,13,0,0,1,1,10,15,13,15,14,15,17,15,North
19,13,1,1,0,1,10,15,13,15,14,15,17,15,North
19,14,1,1,0,0,10,15,13,15,14,15,17,15,North
19,15,1,1,1,0,10,15,13,15,14,15,17,15,North
19,16,1,1,0,0,10,15,13,15,14,15,17,15,West
19,17,0,1,0,1,10,15,13,15,14,15,17,15,West
18,17,0,0,1,1,10,15,13,15,14,15,17,15,West
17,17,0,0,1,1,10,15,13,15,14,15,17,15,West
16,17,0,0,1,1,10,15,13,15,14,15,17,15,West
15,17,1,0,1,1,10,15,13,15,14,15,17,15,West
14,17,0,1,1,1,10,15,13,15,14,15,17,15,South
13,17,0,1,1,1,10,15,13,15,14,15,17,15,South
13,16,1,1,1,0,10,15,13,15,14,15,17,15,West
13,15,1,0,1,1,10,15,3,1,14,15,17,15,West
12,15,0,0,1,1,10,15,3,1,14,15,17,15,West
11,15,0,0,1,1,10,15,3,1,14,15,17,15,East
10,15,0,0,1,0,1,1,3,1,14,15,17,15,East
11,15,0,0,1,1,1,1,3,1,14,15,17,15,East
12,15,0,0,1,1,1,1,3,1,14,15,17,15,East
13,15,1,0,1,1,1,1,3,1,14,15,17,15,East
14,15,1,0,1,1,1,1,3,1,5,1,17,15,East
15,15,0,0,1,1,1,1,3,1,5,1,17,15,East
14,3,0,0,1,1,10,15,13,15,14,15,17,15,West
13,3,0,0,1,1,10,15,13,15,14,15,17,15,North
12,3,1,0,1,1,10,15,13,15,14,15,17,15,North
12,4,1,1,0,0,10,15,13,15,14,15,17,15,West
12,5,0,1,0,1,10,15,13,15,14,15,17,15,West
11,5,0,0,1,1,10,15,13,15,14,15,17,15,West
10,5,0,0,1,1,10,15,13,15,14,15,17,15,North
9,5,1,0,1,0,10,15,13,15,14,15,17,15,North
9,6,1,1,0,0,10,15,13,15,14,15,17,15,North
9,7,1,1,0,0,10,15,13,15,14,15,17,15,East
9,8,0,1,1,1,10,15,13,15,14,15,17,15,East
10,8,0,0,1,1,10,15,13,15,14,15,17,15,East
11,8,0,0,1,1,10,15,13,15,14,15,17,15,East
12,8,1,0,1,1,10,15,13,15,14,15,17,15,West
13,8,0,0,1,1,10,15,13,15,14,15,17,15,North
12,8,1,0,1,1,10,15,13,15,14,15,17,15,North
12,9,1,1,0,0,10,15,13,15,14,15,17,15,North
12,10,1,1,0,0,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,West
8,11,1,0,1,1,10,15,13,15,14,15,17,15,West
7,11,0,0,1,1,10,15,13,15,14,15,17,15,North
6,11,1,1,1,1,10,15,13,15,14,15,17,15,North
6,12,1,1,0,0,10,15,13,15,14,15,17,15,North
6,13,1,1,0,0,10,15,13,15,14,15,17,15,North
6,14,1,1,0,0,10,15,13,15,14,15,17,15,East
6,15,1,1,1,1,10,15,13,15,14,15,17,15,East
7,15,0,0,1,1,10,15,13,15,14,15,17,15,South
8,15,1,1,0,1,10,15,13,15,14,15,17,15,South
8,14,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
13,13,0,0,1,1,10,15,13,15,14,15,17,15,West
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
11,13,0,0,1,1,10,15,13,15,14,15,17,15,West
10,13,0,0,1,1,10,15,13,15,14,15,17,15,West
9,13,0,0,1,1,10,15,13,15,14,15,17,15,South
8,13,1,1,1,0,10,15,13,15,14,15,17,15,South
8,12,1,1,0,0,10,15,13,15,14,15,17,15,West
8,11,1,0,1,1,10,15,13,15,14,15,17,15,West
7,11,0,0,1,1,10,15,13,15,14,15,17,15,North
6,11,1,1,1,1,10,15,13,15,14,15,17,15,North
6,12,1,1,0,0,10,15,13,15,14,15,17,15,North
6,13,1,1,0,0,10,15,13,15,14,15,17,15,North
6,14,1,1,0,0,10,15,13,15,14,15,17,15,East
6,15,1,1,1,1,10,15,13,15,14,15,17,15,East
7,15,0,0,1,1,10,15,13,15,14,15,17,15,South
8,15,1,1,0,1,10,15,13,15,14,15,17,15,South
8,14,1,1,0,0,10,15,13,15,14,15,17,15,South
8,13,1,1,1,0,10,15,13,15,14,15,17,15,South
8,12,1,1,0,0,10,15,13,15,14,15,17,15,East
8,11,1,0,1,1,10,15,13,15,14,15,17,15,East
9,11,0,0,1,1,10,15,13,15,14,15,17,15,East
10,11,0,0,1,1,10,15,13,15,14,15,17,15,East
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
12,11,0,1,0,1,10,15,13,15,14,15,17,15,West
11,11,0,0,1,1,10,15,13,15,14,15,17,15,West
10,11,0,0,1,1,10,15,13,15,14,15,17,15,West
9,11,0,0,1,1,10,15,13,15,14,15,17,15,North
8,11,1,0,1,1,10,15,13,15,14,15,17,15,North
8,12,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
13,13,0,0,1,1,10,15,13,15,14,15,17,15,West
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
11,13,0,0,1,1,10,15,13,15,14,15,17,15,West
10,13,0,0,1,1,10,15,13,15,14,15,17,15,West
9,13,0,0,1,1,10,15,13,15,14,15,17,15,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,South
8,15,1,1,0,1,10,15,13,15,14,15,17,15,South
8,14,1,1,0,0,10,15,13,15,14,15,17,15,East
8,13,1,1,1,0,10,15,13,15,14,15,17,15,East
9,13,0,0,1,1,10,15,13,15,14,15,17,15,East
10,13,0,0,1,1,10,15,13,15,14,15,17,15,East
11,13,0,0,1,1,10,15,13,15,14,15,17,15,East
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
13,13,0,0,1,1,10,15,13,15,14,15,17,15,West
12,13,0,0,1,1,10,15,13,15,14,15,17,15,West
11,13,0,0,1,1,10,15,13,15,14,15,17,15,West
10,13,0,0,1,1,10,15,13,15,14,15,17,15,West
9,13,0,0,1,1,10,15,13,15,14,15,17,15,North
8,13,1,1,1,0,10,15,13,15,14,15,17,15,North
8,14,1,1,0,0,10,15,13,15,14,15,17,15,West
8,15,1,1,0,1,10,15,13,15,14,15,17,15,West
7,15,0,0,1,1,10,15,13,15,14,15,17,15,South
